Title,ID,Study_Type,PDF_File,Error
Effects of ground and joint reaction force exercise on lumbar spine and femoral neck bone mineral density in postmenopausal women: a meta-analysis of randomized controlled trials,22992273,ma_sr,PMC3489866,TBD
Imaging characteristics of symptomatic vertebral artery dissection: a systematic review,22931729,ma_sr,PMC3786429,TBD
Balloon kyphoplasty versus percutaneous vertebroplasty in treating osteoporotic vertebral compression fracture: grading the evidence through a systematic review and meta-analysis,22832872,ma_sr,PMC3459117,TBD
A systematic review of complications and failures associated with medial patellofemoral ligament reconstruction for recurrent patellar dislocation,22679297,ma_sr,PMC3615712,TBD
Total hip arthroplasty versus hemiarthroplasty for displaced femoral neck fractures in the healthy elderly: a meta-analysis and systematic review of randomized trials,22623062,ma_sr,PMC3535035,TBD
Surgical versus nonsurgical treatment of displaced intra-articular calcaneal fracture: a meta-analysis of current evidence base,22576080,ma_sr,PMC3535025,TBD
Total hip arthroplasty versus hemiarthroplasty for displaced femoral neck fractures: meta-analysis of randomized trials,22395872,ma_sr,PMC3392403,TBD
Evaluation of joint position recognition measurement variables associated with chronic ankle instability: a meta-analysis,22889661,ma_sr,PMC3396305,TBD
Cutaneous melanoma attributable to sunbed use: systematic review and meta-analysis,22833605,ma_sr,PMC3404185,PDF Download
"WNT16 influences bone mineral density, cortical bone thickness, bone strength, and osteoporotic fracture risk",22792071,ma_sr,PMC3390364,TBD
"What is the evidence for rest, ice, compression, and elevation therapy in the treatment of ankle sprains in adults?",22889660,ma_sr,PMC3396304,TBD
Splinting for carpal tunnel syndrome,22786532,ma_sr,PMC7389822,TBD
In vivo evidence for tibial plateau slope as a risk factor for anterior cruciate ligament injury: a systematic review and meta-analysis,22539537,ma_sr,PMC4168892,TBD
Caesarean section versus vaginal delivery for preterm birth in singletons,22696314,ma_sr,PMC4164504,TBD
A quantitative analysis of clinical trial designs in spinal cord injury based on ICCP guidelines,22369673,ma_sr,PMC6463987,TBD
Which is the best alternative for displaced femoral neck fractures in the elderly?: A meta-analysis,22278852,ma_sr,PMC3348330,TBD
"Comparison of rectal and aural core body temperature thermometry in hyperthermic, exercising individuals: a meta-analysis",22892415,ma_sr,PMC3392164,TBD
Phenytoin versus Leviteracetam for seizure prophylaxis after brain injury - a meta analysis,22642837,ma_sr,PMC3406949,TBD
Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture,22504420,ma_sr,PMC3338864,TBD
Does this adult patient have a blunt intra-abdominal injury?,22496266,ma_sr,PMC4966670,TBD
Treatment of Gustilo grade III tibial fractures with unreamed intramedullary nailing versus external fixator: a meta-analysis,22460106,ma_sr,PMC3560815,TBD
Operative versus nonoperative treatment for acute Achilles tendon rupture: a meta-analysis based on current evidence,22159659,ma_sr,PMC3311794,TBD
Nonoperative versus operative treatment for thoracolumbar burst fractures without neurologic deficit: a meta-analysis,22057820,ma_sr,PMC3254755,TBD
"Timing matters in hip fracture surgery: patients operated within 48 hours have better outcomes. A meta-analysis and meta-regression of over 190,000 patients",23056256,ma_sr,PMC3463569,TBD
Ergonomic positioning or equipment for treating carpal tunnel syndrome,22259003,ma_sr,PMC6486220,TBD
Manipulative interventions for reducing pulled elbow in young children,22258973,ma_sr,PMC6464868,TBD
Steroids for acute spinal cord injury,22258943,ma_sr,PMC6513405,TBD
Clinical outcome after microfracture of the knee: a meta-analysis of before/after-data of controlled studies,21968797,ma_sr,PMC3251687,TBD
Specialized community-based care: an evidence-based analysis,23226812,ma_sr,PMC3514853,TBD
Outcome following nerve repair of high isolated clean sharp injuries of the ulnar nerve,23082230,ma_sr,PMC3474788,TBD
Alzheimer's disease and risk of hip fracture: a meta-analysis study,22629218,ma_sr,PMC3354728,PDF Download
"Acute traumatic coagulopathy in severe injury: incidence, risk stratification, and treatment options",22238555,ma_sr,PMC3254043,TBD
Blunt versus sharp suture needles for preventing percutaneous exposure incidents in surgical staff,22071864,ma_sr,PMC7387125,TBD
Non-legislative interventions for the promotion of cycle helmet wearing by children,22071810,ma_sr,PMC7390328,TBD
Prevention of fractures after solid organ transplantation: a meta-analysis,21849532,ma_sr,PMC3205901,PDF Download
Is traumatic brain injury a risk factor for schizophrenia? A meta-analysis of case-controlled population-based studies,21813439,ma_sr,PMC3196949,TBD
Human albumin solution for resuscitation and volume expansion in critically ill patients,22071799,ma_sr,PMC7055200,TBD
Dipeptidyl peptidase-4 inhibitors and bone fractures: a meta-analysis of randomized clinical trials,22025784,ma_sr,PMC3198283,TBD
Risk of uterine rupture in women undergoing trial of labour with a history of both a caesarean section and a vaginal delivery,21879334,ma_sr,PMC3190082,TBD
Inhaled nitric oxide in preterm infants: an individual-patient data meta-analysis of randomized trials,21930540,ma_sr,PMC3387905,TBD
The management of oesophageal soft food bolus obstruction: a systematic review,21929913,ma_sr,PMC3369328,TBD
Patellar tendon versus hamstring tendon autograft for anterior cruciate ligament rupture in adults,21901700,ma_sr,PMC6465162,TBD
Internal versus external fixation for unstable distal radius fractures: an up-to-date meta-analysis,21698429,ma_sr,PMC3167461,TBD
Percutaneous vertebroplasty versus balloon kyphoplasty for treatment of osteoporotic vertebral compression fracture: a meta-analysis of randomised and non-randomised controlled trials,21637959,ma_sr,PMC3167445,TBD
Biologic markers of sun exposure and melanoma risk in women: pooled case-control analysis,20857492,ma_sr,PMC3035752,TBD
Effectiveness of vertebroplasty using individual patient data from two randomised placebo controlled trials: meta-analysis,21750078,ma_sr,PMC3133975,PDF Download
Meta-analysis of non-tumour doses for radiation-induced cancer on the basis of dose-rate,21250929,ma_sr,PMC3116717,TBD
Mobile phones and head tumours. The discrepancies in cause-effect relationships in the epidemiological studies - how do they arise?,21679472,ma_sr,PMC3146917,TBD
Therapeutic ultrasound for acute ankle sprains,21678332,ma_sr,PMC7088449,TBD
"Dementia medications and risk of falls, syncope, and related adverse events: meta-analysis of randomized controlled trials",21649634,ma_sr,PMC3260523,TBD
In vitro and intraoperative laxities after single-bundle and double-bundle anterior cruciate ligament reconstructions,21624681,ma_sr,PMC3105362,TBD
Proton pump inhibitors and risk of fractures: a meta-analysis of 11 international studies,21605729,ma_sr,PMC3101476,TBD
A meta-analysis of leukaemia risk from protracted exposure to low-dose gamma radiation,20935290,ma_sr,PMC3095477,TBD
WITHDRAWN: Exercise for treating anterior cruciate ligament injuries in combination with collateral ligament and meniscal damage of the knee in adults,21563147,ma_sr,PMC6464729,TBD
Use of acid-suppressive drugs and risk of fracture: a meta-analysis of observational studies,21555754,ma_sr,PMC3090435,TBD
"Non-pharmacological interventions for perceptual disorders following stroke and other adult-acquired, non-progressive brain injury",21491397,ma_sr,PMC6465074,TBD
"Barriers to, and facilitators of, the prevention of unintentional injury in children in the home: a systematic review and synthesis of qualitative research",21097943,ma_sr,PMC3184217,TBD
What is the best femoral fixation of hamstring autografts in anterior cruciate ligament reconstruction?: a meta-analysis,21063817,ma_sr,PMC3048246,TBD
The sensitivity and specificity of ultrasound for the diagnosis of carpal tunnel syndrome: a meta-analysis,20963527,ma_sr,PMC3048245,TBD
Associations of APOE gene polymorphisms with bone mineral density and fracture risk: a meta-analysis,20533025,ma_sr,PMC3144470,TBD
Carpal tunnel syndrome as an occupational disease,21547163,ma_sr,PMC3087121,TBD
Operative versus non-operative management following Rockwood grade III acromioclavicular separation: a meta-analysis of the current evidence base,21344264,ma_sr,PMC3052422,TBD
Polymorphisms in the 5' flank of COL1A1 gene and osteoporosis: meta-analysis of published studies,20798928,ma_sr,PMC4696542,TBD
Imageless computer assisted versus conventional total knee replacement. A Bayesian meta-analysis of 23 comparative studies,20376440,ma_sr,PMC3047658,TBD
Modification of the home environment for the reduction of injuries,21328262,ma_sr,PMC7003565,TBD
Medical interventions for traumatic hyphema,21249670,ma_sr,PMC3437611,TBD
Reamed and unreamed intramedullary nailing for the treatment of open and closed tibial fractures: a subgroup analysis of randomised trials,19841919,ma_sr,PMC2989082,TBD
Midclavicular fracture: not just a trivial injury: current treatment options,21046002,ma_sr,PMC2967797,TBD
Effect of early surgery after hip fracture on mortality and complications: systematic review and meta-analysis,20837683,ma_sr,PMC2952007,TBD
Autologous chondrocyte implantation for full thickness articular cartilage defects of the knee,20927732,ma_sr,PMC7144735,TBD
A pooled analysis of extremely low-frequency magnetic fields and childhood brain tumors,20696650,ma_sr,PMC2984256,TBD
Pooled analysis of recent studies on magnetic fields and childhood leukaemia,20877339,ma_sr,PMC2965855,TBD
Surgical versus conservative interventions for treating acromioclavicular dislocation of the shoulder in adults,20687087,ma_sr,PMC6465032,TBD
Balance training for neuromuscular control and performance enhancement: a systematic review,20617915,ma_sr,PMC2902034,TBD
Topical NSAIDs for acute pain in adults,20556778,ma_sr,PMC4163964,TBD
Hip fracture risk in relation to vitamin D supplementation and serum 25-hydroxyvitamin D levels: a systematic review and meta-analysis of randomised controlled trials and observational studies,20540727,ma_sr,PMC2906464,TBD
Bone morphogenetic protein (BMP) for fracture healing in adults,20556771,ma_sr,PMC6669254,TBD
"Review and meta-analysis of epidemiological associations between low/moderate doses of ionizing radiation and circulatory disease risks, and their possible mechanisms",19862545,ma_sr,PMC3075616,TBD
Radiotherapy for neovascular age-related macular degeneration,20464726,ma_sr,PMC7163277,TBD
Plate fixation or intramedullary fixation of humeral shaft fractures,20170424,ma_sr,PMC2895341,TBD
Inpatient rehabilitation specifically designed for geriatric patients: systematic review and meta-analysis of randomised controlled trials,20406866,ma_sr,PMC2857746,PDF Download
Antibiotic prophylaxis for surgery for proximal femoral and other closed long bone fractures,20238310,ma_sr,PMC7043359,TBD
Radiation dose-volume effects in the esophagus,20171523,ma_sr,PMC3587781,TBD
Radiation dose-volume effects in the lung,20171521,ma_sr,PMC3576042,TBD
Radiotherapy dose-volume effects on salivary gland function,20171519,ma_sr,PMC4041494,TBD
Imaging for assessment of radiation-induced normal tissue effects,20171509,ma_sr,PMC2843154,TBD
Radiation dose-volume effects and the penile bulb,20171507,ma_sr,PMC4786051,TBD
Radiation dose-volume effects of the urinary bladder,20171505,ma_sr,PMC3587780,TBD
The effect of helmets on the risk of head and neck injuries among skiers and snowboarders: a meta-analysis,20123800,ma_sr,PMC2831705,TBD
Diagnosing suspected scaphoid fractures: a systematic review and meta-analysis,19756904,ma_sr,PMC2816764,TBD
A meta-analysis of the Gamma nail and dynamic hip screw in treating peritrochanteric fractures,19401825,ma_sr,PMC2899291,TBD
Meta-analysis: excess mortality after hip fracture among older women and men,20231569,ma_sr,PMC3010729,TBD
Radiation-associated liver injury,20171524,ma_sr,PMC4388033,TBD
Radiation dose-volume effects in the larynx and pharynx,20171520,ma_sr,PMC2833104,TBD
Radiation associated brainstem injury,20171516,ma_sr,PMC2899702,TBD
Biomarkers and surrogate endpoints for normal-tissue effects of radiation therapy: the importance of dose-volume effects,20171510,ma_sr,PMC3431963,TBD
Radiation dose-volume effects in radiation-induced rectal injury,20171506,ma_sr,PMC3319467,TBD
"A 60-year meta-analysis of tick paralysis in the United States: a predictable, preventable, and often misdiagnosed poisoning",20186584,ma_sr,PMC3550436,TBD
Prophylactic antibiotics for burns patients: systematic review and meta-analysis,20156911,ma_sr,PMC2822136,PDF Download
Vertebral anti-fracture efficacy of strontium ranelate according to pre-treatment bone turnover,19436941,ma_sr,PMC2801841,TBD
Surgery for cervical radiculopathy or myelopathy,20091520,ma_sr,PMC7084060,TBD
Patient level pooled analysis of 68 500 patients from seven major vitamin D fracture trials in US and Europe,20068257,ma_sr,PMC2806633,PDF Download
Twenty bone-mineral-density loci identified by large-scale meta-analysis of genome-wide association studies,19801982,ma_sr,PMC2783489,TBD
Concentric evertor strength differences and functional ankle instability: a meta-analysis,19911093,ma_sr,PMC2775368,TBD
Do corticosteroids reduce the risk of fat embolism syndrome in patients with long-bone fractures? A meta-analysis,19865573,ma_sr,PMC2769117,TBD
Collaborative meta-analysis: associations of 150 candidate genes with osteoporosis and osteoporotic fracture,19841454,ma_sr,PMC2842981,TBD
